Courses
;Year;Period;Code;Name;Section;Dept.;T;P;L;Cr;ECTS;Category;Lecturer;Room;Schedule;# of Students;Successfull;Unsuccessfull;Conditional;Withdrawn;Average;Staff ID;
;2025;2;ELEP 401;Instructional Design in English Language Teaching;ELEP 401_01;English Language Education;3;0;0;3;3;Course;Erdem Aksoy ;G213 D226-Y;Tu 16 - 18 We 16 - 18;0;;;;;;326;
;2025;2;ELEP 411;Instructional Design in English Language Teaching;ELEP 411_01;English Language Education;3;0;0;3;5;Course;Erdem Aksoy ;G213 D226-Y;Tu 16 - 18 We 16 - 18;0;;;;;;326;
;2025;2;ELL 102;History of English Literature II;ELL 102_01;Dep. of English Language and Literature;3;0;0;3;6;Course;Oliver David Bevington ;G009;Mo 09 - 12;0;;;;;;4941;
;2025;2;ELL 102;History of English Literature II;ELL 102_02;Dep. of English Language and Literature;3;0;0;3;6;Course;Javad Momeni Kolour ;G113;Mo 09 - 12;0;;;;;;6610;
;2025;2;ELL 104;Research Methods in the Humanities;ELL 104_01;Dep. of English Language and Literature;3;0;0;3;6;Course;Melike İrem Alhas ;GB07-PC-L;We 11 - 14;0;;;;;;1505;
;2025;2;ELL 104;Research Methods in the Humanities;ELL 104_02;Dep. of English Language and Literature;3;0;0;3;6;Course;Melike İrem Alhas ;GB07-PC-L;We 15 - 18;0;;;;;;1505;
;2025;2;ELL 202;Survey of English Literature II;ELL 202_01;Dep. of English Language and Literature;3;0;0;3;8;Course;Oliver David Bevington ;G009;Mo 09 - 12;0;;;;;;4941;
;2025;2;ELL 202;Survey of English Literature II;ELL 202_02;Dep. of English Language and Literature;3;0;0;3;8;Course;Javad Momeni Kolour ;G113;Mo 09 - 12;0;;;;;;6610;
;2025;2;ELL 204;Introduction to Fiction;ELL 204_01;Dep. of English Language and Literature;3;0;0;3;6;Course;Melike İrem Alhas ;G213;Mo 12 - 15;0;;;;;;1505;
;2025;2;ELL 204;Introduction to Fiction;ELL 204_02;Dep. of English Language and Literature;3;0;0;3;6;Course;Melike İrem Alhas ;G103;Th 15 - 18;0;;;;;;1505;
;2025;2;ELL 204-O;Introduction to Fiction;ELL 204-O_01;Dep. of English Language and Literature;3;0;0;3;7;Course;Melike İrem Alhas ;G213;Mo 12 - 15;0;;;;;;1505;
;2025;2;ELL 204-O;Introduction to Fiction;ELL 204-O_02;Dep. of English Language and Literature;3;0;0;3;7;Course;Melike İrem Alhas ;;Th 15 - 18;0;;;;;;1505;
;2025;2;ELL 207;Research Methods in Literature;ELL 207_01;Dep. of English Language and Literature;3;2;0;4;5;Course;Melike İrem Alhas ;GB07-PC-L;We 11 - 14;0;;;;;;1505;
;2025;2;ELL 207;Research Methods in Literature;ELL 207_02;Dep. of English Language and Literature;3;2;0;4;5;Course;Melike İrem Alhas ;GB07-PC-L;We 15 - 18;0;;;;;;1505;
;2025;2;ELL 212;Perspectives in Cultural Studies;ELL 212_01;Dep. of English Language and Literature;3;2;0;4;8;Course;Taner Can ;D032;Tu 11 - 14;0;;;;;;1506;
;2025;2;ELL 212-N;Perspectives in Cultural Studies;ELL 212-N_01;Dep. of English Language and Literature;3;0;0;3;7;Course;Taner Can ;D032;Tu 11 - 14;0;;;;;;1506;
;2025;2;ELL 216;Science Fiction and Fantasy Literature;ELL 216_01;Dep. of English Language and Literature;3;0;0;3;5;Course;Javad Momeni Kolour ;G006;Fr 15 - 18;0;;;;;;6610;
;2025;2;ELL 302;Shakespeare I;ELL 302_01;Dep. of English Language and Literature;3;0;0;3;6;Course;Michael Douglas Sheridan ;G006;Mo 15 - 18;0;;;;;;1400;
;2025;2;ELL 304;Modern and Contemporary English Poetry;ELL 304_01;Dep. of English Language and Literature;3;0;0;3;7;Course;Oliver David Bevington ;G103;We 15 - 18;0;;;;;;4941;
;2025;2;ELL 304-O;Modern and Contemporary English Poetry;ELL 304-O_01;Dep. of English Language and Literature;3;0;0;3;5;Course;Oliver David Bevington ;G103;We 15 - 18;0;;;;;;4941;
;2025;2;ELL 306;Violence and War Literature;ELL 306_01;Dep. of English Language and Literature;3;0;0;3;5;Course;Taner Can ;DB14;We 11 - 14;0;;;;;;1506;
;2025;2;ELL 314;Translation Studies;ELL 314_01;Dep. of English Language and Literature;3;0;0;3;7;Course;;G009;Fr 09 - 12;0;;;;;;;
;2025;2;ELL 316;Satire;ELL 316_01;Dep. of English Language and Literature;3;0;0;3;5;Course;Michael Douglas Sheridan ;G009;Th 11 - 14;0;;;;;;1400;
;2025;2;ELL 318;Creative Writing;ELL 318_01;Dep. of English Language and Literature;3;0;0;3;5;Course;Oliver David Bevington ;GB05;Th 15 - 18;0;;;;;;4941;
;2025;2;ELL 404;Adaptation Studies;ELL 404_01;Dep. of English Language and Literature;3;0;0;3;6;Course;Başak Ağın ;G103;Tu 15 - 18;0;;;;;;3869;
;2025;2;ELL 406;Graduation Project;ELL 406_01;Dep. of English Language and Literature;3;4;0;5;8;Course;Taner Can ;;Fr 18 - 21;0;;;;;;1506;
;2025;2;ELL 406;Graduation Project;ELL 406_02;Dep. of English Language and Literature;3;4;0;5;8;Course;Başak Ağın ;;Fr 18 - 21;0;;;;;;3869;
;2025;2;ELL 406;Graduation Project;ELL 406_03;Dep. of English Language and Literature;3;4;0;5;8;Course;Michael Douglas Sheridan ;;Fr 18 - 21;0;;;;;;1400;
;2025;2;ELL 406;Graduation Project;ELL 406_04;Dep. of English Language and Literature;3;4;0;5;8;Course;Oliver David Bevington ;;Fr 18 - 21;0;;;;;;4941;
;2025;2;ELL 406;Graduation Project;ELL 406_05;Dep. of English Language and Literature;3;4;0;5;8;Course;Javad Momeni Kolour ;;Fr 18 - 21;0;;;;;;6610;
;2025;2;ELL 406;Graduation Project;ELL 406_06;Dep. of English Language and Literature;3;4;0;5;8;Course;Melike İrem Alhas ;;Fr 18 - 21;0;;;;;;1505;
;2025;2;ELL 406-O;Graduation Project;ELL 406-O_01;Dep. of English Language and Literature;3;4;0;5;10;Course;Taner Can ;;Fr 18 - 21;0;;;;;;1506;
;2025;2;ELL 406-O;Graduation Project;ELL 406-O_02;Dep. of English Language and Literature;3;4;0;5;10;Course;Başak Ağın ;;Fr 18 - 21;0;;;;;;3869;
;2025;2;ELL 406-O;Graduation Project;ELL 406-O_03;Dep. of English Language and Literature;3;4;0;5;10;Course;Michael Douglas Sheridan ;;Fr 18 - 21;0;;;;;;1400;
;2025;2;ELL 406-O;Graduation Project;ELL 406-O_04;Dep. of English Language and Literature;3;4;0;5;10;Course;Oliver David Bevington ;;Fr 18 - 21;0;;;;;;4941;
;2025;2;ELL 406-O;Graduation Project;ELL 406-O_05;Dep. of English Language and Literature;3;4;0;5;10;Course;Javad Momeni Kolour ;;Fr 18 - 21;0;;;;;;6610;
;2025;2;ELL 406-O;Graduation Project;ELL 406-O_06;Dep. of English Language and Literature;3;4;0;5;10;Course;Melike İrem Alhas ;;Fr 18 - 21;0;;;;;;1505;
;2025;2;ELL 408;Comparative Literature;ELL 408_01;Dep. of English Language and Literature;3;0;0;3;6;Course;Taner Can ;D032;Mo 11 - 14;0;;;;;;1506;
;2025;2;ELL 410;Highlights of the American Literary Trad;ELL 410_01;Dep. of English Language and Literature;3;0;0;3;5;Course;Michael Douglas Sheridan ;G009;Fr 12 - 15;0;;;;;;1400;
;2025;2;ELT 102;Practicum 1;ELT 102_01;English Language Education;1;4;0;3;6;Course;Gülsev Pakkan ;F212;Tu 15 - 16 We 09 - 13;5;;;;;;4882;
;2025;2;ELT 102;Practicum 1;ELT 102_02;English Language Education;1;4;0;3;6;Course;Aylin Tekiner Tolu ;F215;Tu 15 - 16 We 09 - 13;4;;;;;;3073;
;2025;2;ELT 102;Practicum 1;ELT 102_03;English Language Education;1;4;0;3;6;Course;Belgin Elmas ;F115;Tu 15 - 16 We 09 - 13;3;;;;;;2104;
;2025;2;ELT 103;Language Acquisition;ELT 103_01;English Language Education;3;0;0;3;6;Course;Arzu Kanat Mutluoğlu ;G103;Fr 09 - 12;7;;;;;;3047;
;2025;2;ELT 103;Language Acquisition;ELT 103_02;English Language Education;3;0;0;3;6;Course;Aylin Tekiner Tolu ;G103;Mo 09 - 12;5;;;;;;3073;
;2025;2;ELT 104;Approaches in English Language Teaching;ELT 104_01;English Language Education;3;0;0;3;4;Course;Mehmet Sak ;GB05;Mo 09 - 12;7;;;;;;1457;
;2025;2;ELT 104;Approaches in English Language Teaching;ELT 104_02;English Language Education;3;0;0;3;4;Course;Erdem Aksoy ;G010;Fr 09 - 12;5;;;;;;326;
;2025;2;ELT 108;Teaching Grammar;ELT 108_01;English Language Education;2;2;0;3;5;Course;Arzu Kanat Mutluoğlu ;G105;Tu 09 - 11 Th 11 - 13;7;;;;;;3047;
;2025;2;ELT 108;Teaching Grammar;ELT 108_02;English Language Education;2;2;0;3;5;Course;Aylin Tekiner Tolu ;G108;Tu 09 - 11 Th 11 - 13;5;;;;;;3073;
;2025;2;ELT 202;Teaching English to Young Learners 2;ELT 202_01;English Language Education;2;2;0;3;8;Course;Semih Ekin ;G105 G113;Mo 09 - 11 We 12 - 14;0;;;;;;5642;
;2025;2;ELT 202;Teaching English to Young Learners 2;ELT 202_02;English Language Education;2;2;0;3;8;Course;Melike Ünal Gezer ;G010;Mo 09 - 11 We 12 - 14;0;;;;;;1712;
;2025;2;ELT 302;Teaching Listening Skills;ELT 302_01;English Language Education;2;2;0;3;6;Course;Gülsev Pakkan ;F417 G010;Mo 15 - 17 We 14 - 16;0;;;;;;4882;
;2025;2;ELT 302;Teaching Listening Skills;ELT 302_02;English Language Education;2;2;0;3;6;Course;Belgin Elmas ;D226-Y;Mo 15 - 17 We 14 - 16;0;;;;;;2104;
;2025;2;ELT 304;Materials Adaptation and Evaluation in ELT;ELT 304_01;English Language Education;2;2;0;3;8;Course;Erdem Aksoy ;G213 D226-Y;Tu 16 - 18 We 16 - 18;0;;;;;;326;
;2025;2;ELT 304;Materials Adaptation and Evaluation in ELT;ELT 304_02;English Language Education;2;2;0;3;8;Course;Semih Ekin ;G112;Tu 16 - 18 We 16 - 18;0;;;;;;5642;
;2025;2;ELT 330;Technology Enhanced Language Teaching;ELT 330_01;English Language Education;2;0;0;2;4;Course;Mehmet Sak ;F413;Th 12 - 14;0;;;;;;1457;
;2025;2;ELT 340;Teaching Assistantship and Observation in Schools;ELT 340_01;English Language Education;1;4;0;3;6;Course;Aylin Tekiner Tolu ;F215;Mo 13 - 14 Fr 13 - 17;0;;;;;;3073;
;2025;2;ELT 340;Teaching Assistantship and Observation in Schools;ELT 340_02;English Language Education;1;4;0;3;6;Course;Aylin Tekiner Tolu ;F215;Mo 14 - 15 Fr 13 - 17;0;;;;;;3073;
;2025;2;ELT 360;Bilingualism;ELT 360_01;English Language Education;2;0;0;2;4;Course;Melike Ünal Gezer ;F410;Fr 09 - 11;0;;;;;;1712;
;2025;2;ELT 390;World Englishes;ELT 390_01;English Language Education;2;0;0;2;4;Course;Arzu Kanat Mutluoğlu ;F204;Tu 12 - 14;0;;;;;;3047;
;2025;2;ELT 400;English Literature;ELT 400_01;English Language Education;2;0;0;2;4;Course;Cemre Mimoza Bartu Esen (S) ;F404;Th 09 - 11;0;;;;;;00005652 (S);
;2025;2;ELT 401;Practice Teaching 1;ELT 401_01;English Language Education;2;6;0;5;10;Course;Semih Ekin ;F204;Mo 11 - 13 Fr 12 - 18;0;;;;;;5642;
;2025;2;ELT 402;Practice Teaching 2;ELT 402_01;English Language Education;2;6;0;5;10;Course;Zeynep Bilki ;F217;We 16 - 18 Fr 12 - 18;0;;;;;;882;
;2025;2;ELT 402;Practice Teaching 2;ELT 402_02;English Language Education;2;6;0;5;10;Course;Erdem Aksoy ;F223;Tu 14 - 16 Fr 12 - 18;0;;;;;;326;
;2025;2;ELT 402;Practice Teaching 2;ELT 402_03;English Language Education;2;6;0;5;10;Course;Ufuk Balaman ;F223;We 16 - 18 Fr 12 - 18;0;;;;;;5531;
;2025;2;ELT 402;Practice Teaching 2;ELT 402_04;English Language Education;2;6;0;5;10;Course;Melike Ünal Gezer ;F315;We 16 - 18 Fr 12 - 18;0;;;;;;1712;
;2025;2;ELT 404;Classroom Research;ELT 404_01;English Language Education;2;4;0;4;8;Course;Ufuk Balaman ;F417;Tu 09 - 11 We 09 - 13;0;;;;;;5531;
;2025;2;EMT 102;Practicum 1;EMT 102_01;Mathematics Education;1;4;0;3;6;Course;Gizem Güzeller Sarıgöllü ;GB05;We 14 - 15 Th 09 - 13;2;;;;;;1048;
;2025;2;EMT 104;Calculus 2;EMT 104_01;Mathematics Education;3;2;0;4;6;Course;;F206 F212;Tu 13 - 16 Th 15 - 17;0;;;;;;;
;2025;2;EMT 106;Basic Geometry;EMT 106_01;Mathematics Education;3;0;0;3;5;Course;Elif Medetoğulları ;G101 F117;Mo 09 - 11 Tu 11 - 12;2;;;;;;2573;
;2025;2;EMT 108;History of Mathematics;EMT 108_01;Mathematics Education;2;0;0;2;3;Course;Elif Medetoğulları ;F117;Tu 09 - 11;2;;;;;;2573;
;2025;2;EMT 202;Mathematics Teaching 1;EMT 202_01;Mathematics Education;2;2;0;3;8;Course;Gizem Güzeller Sarıgöllü ;D126-EF-L GB05;Tu 09 - 11 We 09 - 11;0;;;;;;1048;
;2025;2;EMT 204;Materials Design in Mathematics Education;EMT 204_01;Mathematics Education;2;2;0;3;7;Course;;D126-EF-L G112;Tu 15 - 17 Fr 13 - 15;0;;;;;;;
;2025;2;EMT 220;Analytic Geometry;EMT 220_01;Mathematics Education;1;2;0;2;3;Course;Elif Medetoğulları ;G105;Mo 11 - 14;0;;;;;;2573;
;2025;2;EMT 302;Mathematics Teaching 3;EMT 302_01;Mathematics Education;2;2;0;3;8;Course;Emine Gül Çelebi ;D126-EF-L D234;Mo 11 - 13 We 14 - 16;0;;;;;;3016;
;2025;2;EMT 304;Technology in Mathematics Education;EMT 304_01;Mathematics Education;2;2;0;3;7;Course;Elçin Emre Akdoğan ;G112 GB13-PC-L;We 11 - 13 Fr 12 - 14;0;;;;;;1828;
;2025;2;EMT 306;Statistics and Probability 2;EMT 306_01;Mathematics Education;2;0;0;2;6;Course;Emine Gül Çelebi ;D126-EF-L;Mo 14 - 16;0;;;;;;3016;
;2025;2;EMT 402;Practice Teaching 2;EMT 402_01;Mathematics Education;2;6;0;5;10;Course;Çiğdem Alkaş Ulusoy ;F215;Tu 16 - 18 Tu 09 - 15;0;;;;;;2095;
;2025;2;EMT 402;Practice Teaching 2;EMT 402_02;Mathematics Education;2;6;0;5;10;Course;Elçin Emre Akdoğan ;F212;Tu 09 - 15 Tu 16 - 18;0;;;;;;1828;
;2025;2;EMT 402;Practice Teaching 2;EMT 402_03;Mathematics Education;2;6;0;5;10;Course;Emine Gül Çelebi ;F223;Tu 09 - 15 Tu 16 - 18;0;;;;;;3016;
;2025;2;EMT 404;Mathematical Modeling in Mathematics Education;EMT 404_01;Mathematics Education;3;0;0;3;6;Course;Çiğdem Alkaş Ulusoy ;G003;Th 09 - 12;0;;;;;;2095;
;2025;2;EMT 406;Assesment and Evaluation in Mathematics Education;EMT 406_01;Mathematics Education;2;2;0;3;6;Course;;D126-EF-L F417;Mo 16 - 18 We 16 - 18;0;;;;;;;
;2025;2;EMT 430;Interdisciplinary Activities in Mathematics Education;EMT 430_01;Mathematics Education;1;2;0;2;3;Course;Gizem Güzeller Sarıgöllü ;GB05;We 11 - 14;0;;;;;;1048;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_01;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F115;Mo 09 - 11 We 09 - 11;10;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_02;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F115;Mo 11 - 13 We 11 - 13;14;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_03;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F115;Tu 09 - 11 Th 09 - 11;15;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_04;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F115 F223;Tu 11 - 13 Th 11 - 13;18;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_05;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117;Mo 14 - 16 We 14 - 16;22;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_06;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117;Mo 16 - 18 We 16 - 18;14;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_07;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117;Tu 14 - 16 Th 14 - 16;17;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_08;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117;Tu 16 - 18 Th 16 - 18;22;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_09;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;We 09 - 11 Fr 09 - 11;17;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_10;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;We 11 - 13 Fr 11 - 13;20;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_11;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;We 13 - 15 Fr 13 - 15;21;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_12;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;Tu 14 - 16 Th 16 - 18;9;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_13;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;Tu 16 - 18 Th 14 - 16;14;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_14;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206;We 16 - 18 Fr 16 - 18;8;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_15;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206;We 14 - 16 Fr 14 - 16;12;;;;;;;
;2025;2;ENG 101;English for Academic Purposes;ENG 101_16;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206;Mo 16 - 18 We 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_01;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F115;Mo 16 - 18 We 16 - 18;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_02;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F115;Tu 16 - 18 Th 16 - 18;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_03;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117;We 12 - 14 Fr 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_04;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117;Tu 12 - 14 Th 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_05;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;Tu 09 - 11 Th 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_06;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F214 F117;We 16 - 18 Fr 16 - 18;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_07;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F214;Mo 16 - 18 We 09 - 11;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_08;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F214 F117;We 11 - 13 Fr 14 - 16;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_09;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F117 F212;Mo 12 - 14 We 16 - 18;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_10;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F215 F206;We 16 - 18 Fr 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_11;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206;Tu 09 - 11 Th 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_12;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206;Tu 11 - 13 Th 16 - 18;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_13;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206;Tu 16 - 18 Th 14 - 16;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_14;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206 F212;Mo 09 - 11 We 11 - 13;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_15;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F206 F212;Mo 11 - 13 We 09 - 11;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_16;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F212;Tu 09 - 11 Th 11 - 13;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_17;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F212;Tu 11 - 13 Th 09 - 11;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_18;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F214;Tu 12 - 14 Th 14 - 16;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_19;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F214;Tu 14 - 16 Th 12 - 14;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_20;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F214 F215;Tu 16 - 18 Th 09 - 11;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_21;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F215;Tu 13 - 15 Th 11 - 13;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_22;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F215;Tu 11 - 13 Th 13 - 15;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_23;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F215;Tu 09 - 11 Th 15 - 17;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_24;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F212;Tu 13 - 15 Th 13 - 15;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_25;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F204;We 15 - 17 Fr 15 - 17;0;;;;;;;
;2025;2;ENG 102;Expository Writing;ENG 102_26;Basic Sciences;2;2;0;3;5;Mandatory (YOK);;F215;We 09 - 11 Fr 09 - 11;0;;;;;;;
;2025;2;ENG 111;Advanced English for Academic Purposes;ENG 111_01;Dep. of English Language and Literature;3;0;0;3;5;Course;;F417;Tu 15 - 18;12;;;;;;;
;2025;2;ENG 112;Advanced Writing;ENG 112_01;Dep. of English Language and Literature;3;0;0;3;5;Course;;G108 F223;Mo 14 - 16 Th 13 - 14;0;;;;;;;
;2025;2;ENG 112;Advanced Writing;ENG 112_02;Dep. of English Language and Literature;3;0;0;3;5;Course;;G108 F223;Mo 16 - 18 Th 14 - 15;0;;;;;;;
;2025;2;ENG 204;Professional Communication in English;ENG 204_01;Basic Sciences;3;0;0;3;5;Course;;F215 F223;Mo 09 - 11 We 12 - 13;0;;;;;;;
;2025;2;ENG 204;Professional Communication in English;ENG 204_02;Basic Sciences;3;0;0;3;5;Course;;F212 F223;Mo 16 - 18 We 13 - 14;0;;;;;;;
;2025;2;ENG 204;Professional Communication in English;ENG 204_03;Basic Sciences;3;0;0;3;5;Course;;F215 F217;Mo 11 - 13 We 15 - 16;0;;;;;;;
;2025;2;ENG 204;Professional Communication in English;ENG 204_04;Basic Sciences;3;0;0;3;5;Course;;F410 F217;Tu 09 - 11 Th 11 - 12;0;;;;;;;
;2025;2;ENG 204;Professional Communication in English;ENG 204_05;Basic Sciences;3;0;0;3;5;Course;;F115 G005;Tu 13 - 15 Th 13 - 14;0;;;;;;;
;2025;2;ENG 204;Professional Communication in English;ENG 204_06;Basic Sciences;3;0;0;3;5;Course;;F404 G005;Tu 16 - 18 Th 12 - 13;0;;;;;;;
;2025;2;ENGR 410;Prompt Engineering;ENGR 410_01;Faculty of Engineering;3;0;0;3;5;Course;Mehmet Kesim (S) ;F217;Tu 09 - 12;0;;;;;;00002569 (S);
;2025;2;ENGR 435;Managerial Communication for Engineers;ENGR 435_01;Faculty of Engineering;3;0;0;3;5;Course;Mehmet Hakan Karaalioğlu (S) ;F410;Tu 13 - 16;0;;;;;;00007509 (S);
;2025;2;FEAS 450;Career Management;FEAS 450_01;Faculty of Econ. and Administ. Sciences;3;0;0;3;6;Course;Habibe Meltem Ferendeci Özgödek (S) ;F217;Tu 15 - 18;5;;;;;;00000866 (S);
;2025;2;FREN 102;French II;FREN 102_01;Dep. of English Language and Literature;3;0;0;3;5;Course;;G009;Tu 11 - 14;0;;;;;;;
;2025;2;FREN 102;French II;FREN 102_02;Dep. of English Language and Literature;3;0;0;3;5;Course;;F404;Fr 15 - 18;0;;;;;;;
;2025;2;FREN 202;French IV;FREN 202_01;Dep. of English Language and Literature;3;0;0;3;5;Course;;G105;Tu 15 - 18;0;;;;;;;
;2025;2;FREN 202;French IV;FREN 202_02;Dep. of English Language and Literature;3;0;0;3;5;Course;;F410;Fr 11 - 14;0;;;;;;;
;2025;2;GER 101;Elementary German I;GER 101_01;Basic Sciences;3;0;0;3;5;Course;İlknur Aka (S) ;D230;Mo 15 - 18;0;;;;;;00000501 (S);
;2025;2;GER 101;Elementary German I;GER 101_02;Basic Sciences;3;0;0;3;5;Course;İlknur Aka (S) ;G103;Th 12 - 15;0;;;;;;00000501 (S);
;2025;2;GER 101;Elementary German I;GER 101_03;Basic Sciences;3;0;0;3;5;Course;İlknur Aka (S) ;D232;Fr 12 - 15;0;;;;;;00000501 (S);
;2025;2;GER 102;Elementary German II;GER 102_01;Basic Sciences;3;0;0;3;5;Course;İlknur Aka (S) ;G105;Th 16 - 19;0;;;;;;00000501 (S);
;2025;2;HIST 101;History of Turkish Republic I;HIST 101_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fahri Dikkaya ;Online;We 18 - 20;78;;;;;;486;
;2025;2;HIST 102;History of Turkish Republic II;HIST 102_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fahri Dikkaya ;Online;Th 18 - 20;0;;;;;;486;
;2025;2;HIST 102;History of Turkish Republic II;HIST 102_02;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fahri Dikkaya ;Online;Fr 18 - 20;0;;;;;;486;
;2025;2;HIST 150;History of Turkish Republic for Foreigners I;HIST 150_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fahri Dikkaya ;DB16;Th 16 - 18;8;;;;;;486;
;2025;2;HIST 160;History of Turkish Republic for Foreigners II;HIST 160_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fahri Dikkaya ;K085;Th 13 - 15;0;;;;;;486;
;2025;2;HUM 102;World History II;HUM 102_01;Basic Sciences;3;0;0;3;5;Course;Fahri Dikkaya ;G010;Fr 12 - 15;0;;;;;;486;
;2025;2;ID 102;Basics of Three Dimensional Design;ID 102_01;Department of Industrial Design;2;8;0;6;11;Course;Eda Çetiz (S) , Canan Emine Ünlü , Damla Özer ;D130-MTF;Mo/Th 09 - 12 Mo/Th 13 - 15;0;;;;;;00005674 (S) , 00001511 , 00001508;
;2025;2;ID 112;Visual Communication Techniques II;ID 112_01;Department of Industrial Design;1;1;2;3;5;Course;Mehmet Erçin Okursoy ;H007/009-PC;We 09 - 13;0;;;;;;2783;
