Courses
;Year;Period;Code;Name;Section;Dept.;T;P;L;Cr;ECTS;Category;Lecturer;Room;Schedule;# of Students;Successfull;Unsuccessfull;Conditional;Withdrawn;Average;Staff ID;
;2025;2;PSY 104;Psychology;PSY 104_01;Department of Psychology;3;0;0;3;5;Course;Çağlayan Özdemir ;G005;Tu 15 - 18;0;;;;;;7381;
;2025;2;PSY 204;Research Methods II;PSY 204_01;Department of Psychology;2;2;0;3;7;Course;Canay Doğulu ;G005;Mo 09 - 11 We 13 - 15;0;;;;;;2576;
;2025;2;PSY 204;Research Methods II;PSY 204_02;Department of Psychology;2;2;0;3;7;Course;Canay Doğulu ;G005;Mo 13 - 15 We 09 - 11;0;;;;;;2576;
;2025;2;PSY 206;Applied Research & Data Analysis;PSY 206_01;Department of Psychology;2;2;0;3;6;Course;Emrah Keser ;A514-PC-L;Mo 09 - 11 We 13 - 15;0;;;;;;2739;
;2025;2;PSY 206;Applied Research & Data Analysis;PSY 206_02;Department of Psychology;2;2;0;3;6;Course;Emrah Keser ;A514-PC-L;Mo 13 - 15 We 09 - 11;0;;;;;;2739;
;2025;2;PSY 222;Life-Span Development II;PSY 222_01;Department of Psychology;3;0;0;3;6;Course;Sevi Gizem Zeybek ;G005;Tu 09 - 12;0;;;;;;2022;
;2025;2;PSY 222;Life-Span Development II;PSY 222_02;Department of Psychology;3;0;0;3;6;Course;Sevi Gizem Zeybek ;G003;Tu 15 - 18;0;;;;;;2022;
;2025;2;PSY 232;Social Psychology II;PSY 232_01;Department of Psychology;3;0;0;3;6;Course;Bağdat Deniz Kaynak ;G005;We 15 - 18;0;;;;;;3893;
;2025;2;PSY 232;Social Psychology II;PSY 232_02;Department of Psychology;3;0;0;3;6;Course;Bağdat Deniz Kaynak ;G005;Th 09 - 12;0;;;;;;3893;
;2025;2;PSY 232-O;Social Psychology;PSY 232-O_01;Department of Psychology;3;0;0;3;6;Course;Bağdat Deniz Kaynak ;G005;We 15 - 18;0;;;;;;3893;
;2025;2;PSY 232-O;Social Psychology;PSY 232-O_02;Department of Psychology;3;0;0;3;6;Course;Bağdat Deniz Kaynak ;G005;Th 09 - 12;0;;;;;;3893;
;2025;2;PSY 242;Stress and Coping;PSY 242_01;Department of Psychology;3;0;0;3;6;Course;Deniz Okay ;G103;Mo 15 - 18;0;;;;;;959;
;2025;2;PSY 244;Sport Psychology;PSY 244_01;Department of Psychology;3;0;0;3;6;Course;Mustafa Ozan Altın (S) ;Online;Tu 18 - 21;0;;;;;;00005866 (S);
;2025;2;PSY 308;Testing and Measurement in Psychology;PSY 308_01;Department of Psychology;2;2;2;3;7;Course;Çağlayan Özdemir ;G003;Th 12 - 14 Fr 13 - 15;0;;;;;;7381;
;2025;2;PSY 308;Testing and Measurement in Psychology;PSY 308_02;Department of Psychology;2;2;2;3;7;Course;Çağlayan Özdemir ;G003 G005;Th 16 - 18 Fr 16 - 18;0;;;;;;7381;
;2025;2;PSY 312;Biopsychology;PSY 312_01;Department of Psychology;3;0;0;3;6;Course;Buse Merve Ürgen ;G006;Fr 09 - 12;0;;;;;;4102;
;2025;2;PSY 312;Biopsychology;PSY 312_02;Department of Psychology;3;0;0;3;6;Course;Buse Merve Ürgen ;G005;Fr 13 - 16;0;;;;;;4102;
;2025;2;PSY 313;Evolutionary Psychology;PSY 313_01;Department of Psychology;3;0;0;3;6;Course;Fatma Ebru Köse (S) ;Online;Mo 18 - 21;0;;;;;;00007511 (S);
;2025;2;PSY 315;Psychopharmacology;PSY 315_01;Department of Psychology;3;0;0;3;6;Course;Tuba Şahin İlikoğlu ;F413;Th 09 - 12;0;;;;;;7389;
;2025;2;PSY 331;Industrial and Organizational Psychology;PSY 331_01;Department of Psychology;3;0;0;3;6;Course;Habibe Meltem Ferendeci Özgödek (S) ;F410;Mo 09 - 12;0;;;;;;00000866 (S);
;2025;2;PSY 338;Close Relationships;PSY 338_01;Department of Psychology;3;0;0;3;6;Course;Canay Doğulu ;F217;Tu 12 - 15;0;;;;;;2576;
;2025;2;PSY 340;Family Systems;PSY 340_01;Department of Psychology;3;0;0;3;6;Course;Sevginur Tiryaki Güven (S) ;F417;Th 12 - 15;0;;;;;;00007510 (S);
;2025;2;PSY 342;Psychopathology;PSY 342_01;Department of Psychology;3;0;0;3;6;Course;Yağmur Ar ;G113;Tu 15 - 18;0;;;;;;1334;
;2025;2;PSY 342;Psychopathology;PSY 342_02;Department of Psychology;3;0;0;3;6;Course;Yağmur Ar ;G006;We 12 - 15;0;;;;;;1334;
;2025;2;PSY 344;Theories of Child Psychotherapy;PSY 344_01;Department of Psychology;3;0;0;3;6;Course;Burcu Altın ;F404;We 09 - 12;0;;;;;;2572;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_01;Department of Psychology;3;2;0;4;7;Course;Buse Merve Ürgen ;;Fr 18 - 21;0;;;;;;4102;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_02;Department of Psychology;3;2;0;4;7;Course;Buse Merve Ürgen ;;Fr 18 - 21;0;;;;;;4102;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_03;Department of Psychology;3;2;0;4;7;Course;Bağdat Deniz Kaynak ;;Fr 18 - 21;0;;;;;;3893;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_04;Department of Psychology;3;2;0;4;7;Course;Canay Doğulu ;;Fr 18 - 21;0;;;;;;2576;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_05;Department of Psychology;3;2;0;4;7;Course;Çağlayan Özdemir ;;Fr 18 - 21;0;;;;;;7381;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_06;Department of Psychology;3;2;0;4;7;Course;Deniz Okay ;;Fr 18 - 21;0;;;;;;959;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_07;Department of Psychology;3;2;0;4;7;Course;Emrah Keser ;;Fr 18 - 21;0;;;;;;2739;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_08;Department of Psychology;3;2;0;4;7;Course;Tuba Şahin İlikoğlu ;;Fr 18 - 21;0;;;;;;7389;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_09;Department of Psychology;3;2;0;4;7;Course;Yağmur Ar ;;Fr 18 - 21;0;;;;;;1334;
;2025;2;PSY 402;Graduation Paper and Seminar;PSY 402_10;Department of Psychology;3;2;0;4;7;Course;Burcu Altın ;;Fr 18 - 21;0;;;;;;2572;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_01;Department of Psychology;3;2;0;4;8;Course;Buse Merve Ürgen ;;Fr 18 - 21;0;;;;;;4102;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_02;Department of Psychology;3;2;0;4;8;Course;Buse Merve Ürgen ;;Fr 18 - 21;0;;;;;;4102;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_03;Department of Psychology;3;2;0;4;8;Course;Bağdat Deniz Kaynak ;;Fr 18 - 21;0;;;;;;3893;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_04;Department of Psychology;3;2;0;4;8;Course;Canay Doğulu ;;Fr 18 - 21;0;;;;;;2576;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_05;Department of Psychology;3;2;0;4;8;Course;Çağlayan Özdemir ;;Fr 18 - 21;0;;;;;;7381;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_06;Department of Psychology;3;2;0;4;8;Course;Deniz Okay ;;Fr 18 - 21;0;;;;;;959;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_07;Department of Psychology;3;2;0;4;8;Course;Emrah Keser ;;Fr 18 - 21;0;;;;;;2739;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_08;Department of Psychology;3;2;0;4;8;Course;Tuba Şahin İlikoğlu ;;Fr 18 - 21;0;;;;;;7389;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_09;Department of Psychology;3;2;0;4;8;Course;Yağmur Ar ;;Fr 18 - 21;0;;;;;;1334;
;2025;2;PSY 402-O;Graduation Paper and Seminar;PSY 402-O_10;Department of Psychology;3;2;0;4;8;Course;Burcu Altın ;;Fr 18 - 21;0;;;;;;2572;
;2025;2;PSY 440;Theories of Psychotherapy;PSY 440_01;Department of Psychology;3;0;0;3;6;Course;Deniz Okay ;G103;Tu 09 - 12;0;;;;;;959;
;2025;2;PSY 441;Psychodynamic Theories of Psychotherapy;PSY 441_01;Department of Psychology;3;0;0;3;6;Course;İpek Selin Günhan (S) ;F404;Fr 12 - 15;0;;;;;;00006643 (S);
;2025;2;PSY 442;Developmental  Psychopathology;PSY 442_01;Department of Psychology;3;0;0;3;6;Course;Sevi Gizem Zeybek ;F404;We 12 - 15;0;;;;;;2022;
;2025;2;PSY 442;Developmental  Psychopathology;PSY 442_02;Department of Psychology;3;0;0;3;6;Course;Sevi Gizem Zeybek ;F404;Fr 09 - 12;0;;;;;;2022;
;2025;2;PSY 444;Clinical Psychology;PSY 444_01;Department of Psychology;3;0;0;3;6;Course;Burcu Altın ;G113;Mo 12 - 15;0;;;;;;2572;
;2025;2;PSY 444;Clinical Psychology;PSY 444_02;Department of Psychology;3;0;0;3;6;Course;Burcu Altın ;G105;Fr 09 - 12;0;;;;;;2572;
;2025;2;PSY 448;Trauma Psychology;PSY 448_01;Department of Psychology;3;0;0;3;6;Course;Deniz Okay ;F312;We 15 - 18;0;;;;;;959;
;2025;2;PSY 449;Psychoanalytic Diagnosis;PSY 449_01;Department of Psychology;3;0;0;3;6;Course;Yağmur Ar ;F214;Tu 09 - 12;0;;;;;;1334;
;2025;2;RUS 101;Elementary Russian I;RUS 101_01;Basic Sciences;3;0;0;3;5;Course;Liudmila Nosova Kural (S) ;A435;We 15 - 18;0;;;;;;00001359 (S);
;2025;2;SENG 212;Software Requirements Engineering;SENG 212_01;Department of Software Engineering;3;0;0;3;6;Course;Elif Kurtaran Özbudak ;D026 D232;Tu 14 - 16 We 11 - 12;0;;;;;;3895;
;2025;2;SENG 214;Software Engineering;SENG 214_01;Department of Software Engineering;3;0;0;3;6;Course;Elif Kurtaran Özbudak ;D028 D032;Tu 09 - 11 Th 13 - 14;0;;;;;;3895;
;2025;2;SENG 214;Software Engineering;SENG 214_02;Department of Software Engineering;3;0;0;3;6;Course;Elif Kurtaran Özbudak ;D230 D032;We 13 - 15 Th 12 - 13;0;;;;;;3895;
;2025;2;SENG 214;Software Engineering;SENG 214_03;Department of Software Engineering;3;0;0;3;6;Course;Mehmet Evren Coşkun ;D030;Tu 09 - 11 Th 13 - 14;0;;;;;;6656;
;2025;2;SENG 214;Software Engineering;SENG 214_04;Department of Software Engineering;3;0;0;3;6;Course;Mehmet Evren Coşkun ;D032 D030;We 13 - 15 Th 12 - 13;0;;;;;;6656;
;2025;2;SENG 216;Web Programming;SENG 216_01;Department of Software Engineering;3;0;0;3;6;Course;Fırat Akba ;D026 K184;Tu 12 - 14 We 14 - 15;0;;;;;;4099;
;2025;2;SENG 218;Object Oriented Anaylsis and Design;SENG 218_01;Department of Software Engineering;3;0;0;3;6;Course;Özlem Albayrak ;D028;We 16 - 18 Th 13 - 14;0;;;;;;5055;
;2025;2;SENG 354;Software Design Patterns;SENG 354_01;Department of Software Engineering;3;0;0;3;5;Course;Tansel Dökeroğlu ;D234;Th 14 - 17;0;;;;;;337;
;2025;2;SENG 399;Internship I;SENG 399_01;Department of Software Engineering;1;0;0;1;2;Internship;Tansel Dökeroğlu ;;Fr 16 - 17;0;;;;;;337;
;2025;2;SENG 442;Parallel and Distributed Computing;SENG 442_01;Department of Software Engineering;3;0;0;3;6;Course;Tansel Dökeroğlu ;DB14;Mo 13 - 16;0;;;;;;337;
;2025;2;SENG 444;Social Issues and Professional Practices;SENG 444_01;Department of Software Engineering;3;0;0;3;5;Course;Özlem Albayrak ;D032;Th 09 - 12;0;;;;;;5055;
;2025;2;SENG 472;Large Language Models (LLM) Powered Software;SENG 472_01;Department of Software Engineering;3;0;0;3;5;Course;Kasım Murat Karakaya ;D228;Tu 12 - 15;0;;;;;;5804;
;2025;2;SENG 472;Large Language Models (LLM) Powered Software;SENG 472_02;Department of Software Engineering;3;0;0;3;5;Course;Kasım Murat Karakaya ;DB20;Tu 15 - 18;0;;;;;;5804;
;2025;2;SENG 474;Deep Learning;SENG 474_01;Department of Software Engineering;3;0;0;3;5;Course;Kasım Murat Karakaya ;G009;We 13 - 16;0;;;;;;5804;
;2025;2;SENG 491;Senior Project I;SENG 491_01;Department of Software Engineering;1;2;0;2;5;Course;Özlem Albayrak ;;Fr 14 - 15;0;;;;;;5055;
;2025;2;SENG 491-O;Senior Project I;SENG 491-O_1;Department of Software Engineering;1;4;0;3;8;Course;Özlem Albayrak ;;Fr 14 - 15;0;;;;;;5055;
;2025;2;SENG 492;Senior Project II;SENG 492_01;Department of Software Engineering;1;2;0;2;8;Course;Özlem Albayrak ;;Fr 15 - 16;0;;;;;;5055;
;2025;2;SENG 492-O;Senior Project II;SENG 492-O_1;Department of Software Engineering;1;4;0;3;8;Course;Özlem Albayrak ;;Fr 15 - 16;0;;;;;;5055;
;2025;2;SENG 499;Internship II;SENG 499_01;Department of Software Engineering;1;0;0;1;4;Internship;Tansel Dökeroğlu ;;Fr 17 - 18;0;;;;;;337;
;2025;2;SOC 103;Introduction to Sociology;SOC 103_01;Department of Sociology;3;0;0;3;5;Course;Gül Çorbacıoğlu Aksak (S) ;G003;We 16 - 19;0;;;;;;00005647 (S);
;2025;2;SOC 104;Introduction to Sociology II;SOC 104_01;Department of Sociology;3;0;0;3;6;Course;Jared Matthew Wright ;A435 A331;Tu 11 - 13 Th 12 - 13;0;;;;;;3928;
;2025;2;SOC 202;Research Methods II;SOC 202_01;Department of Sociology;2;3;0;4;8;Course;Aylin Çakıroğlu Çevik ;A331 A422;Tu 10 - 12 Th 11 - 13;0;;;;;;1057;
;2025;2;SOC 204;Sociological Theories II: Classics;SOC 204_01;Department of Sociology;3;0;0;3;7;Course;Mehmet Alper Yalçınkaya ;G108;Tu 14 - 16 Th 13 - 14;0;;;;;;4097;
;2025;2;SOC 204-O;Sociological Theories II: Classics;SOC 204-O_01;Department of Sociology;3;0;0;3;6;Course;Mehmet Alper Yalçınkaya ;A331;Tu 14 - 16 Th 13 - 14;0;;;;;;4097;
;2025;2;SOC 210;Sociology of Family;SOC 210_01;Department of Sociology;3;0;0;3;6;Course;Gülçin Con Wright ;A331;We 14 - 17;0;;;;;;2571;
;2025;2;SOC 220;New media and Communication Studies;SOC 220_01;Department of Sociology;3;0;0;3;6;Course;Jared Matthew Wright ;A331;We 11 - 13 Th 16 - 17;0;;;;;;3928;
;2025;2;SOC 302;Development of Sociology in Turkey;SOC 302_01;Department of Sociology;2;2;0;3;6;Course;Hande Sözer ;A331;Tu 16 - 18 Th 10 - 11;0;;;;;;6452;
;2025;2;SOC 304;Demography and Society;SOC 304_01;Department of Sociology;3;0;0;3;6;Course;Gülçin Con Wright ;A331;Tu 12 - 14 Th 11 - 12;0;;;;;;2571;
;2025;2;SOC 306;Advanced Quantitative Data Analysis;SOC 306_01;Department of Sociology;3;0;0;3;8;Course;Aylin Çakıroğlu Çevik ;A211-PC-L;Mo 13 - 16;0;;;;;;1057;
;2025;2;SOC 314;Religion and Modernity;SOC 314_01;Department of Sociology;3;0;0;3;6;Course;Mehmet Alper Yalçınkaya ;A331;Fr 09 - 12;0;;;;;;4097;
;2025;2;SOC 324;Sociology of Crime and Deviance;SOC 324_01;Department of Sociology;3;0;0;3;6;Course;Hande Sözer ;A331;Mo 09 - 12;0;;;;;;6452;
;2025;2;SOC 402;Graduation Project and Seminar;SOC 402_01;Department of Sociology;3;2;0;4;8;Course;Aylin Çakıroğlu Çevik ;A331;Fr 12 - 15;0;;;;;;1057;
;2025;2;SOC 404;Sociology of Work;SOC 404_01;Department of Sociology;2;2;0;3;6;Course;Kezban Çelik ;A331;Mo 12 - 15;0;;;;;;1055;
;2025;2;SOC 406;Internship;SOC 406_01;Department of Sociology;2;0;0;2;5;Internship;Gülçin Con Wright ;;Fr 12 - 14;0;;;;;;2571;
;2025;2;SPA 101;Elementary Spanish I;SPA 101_01;Basic Sciences;3;0;0;3;5;Course;Esra Kızılkaya Boivin (S) ;D226-Y;Tu 11 - 14;0;;;;;;00006482 (S);
;2025;2;SPA 101;Elementary Spanish I;SPA 101_02;Basic Sciences;3;0;0;3;5;Course;Esra Kızılkaya Boivin (S) ;D232;We 12 - 15;0;;;;;;00006482 (S);
;2025;2;SPA 101;Elementary Spanish I;SPA 101_03;Basic Sciences;3;0;0;3;5;Course;Esra Kızılkaya Boivin (S) ;D232;Th 12 - 15;0;;;;;;00006482 (S);
;2025;2;SPA 101;Elementary Spanish I;SPA 101_04;Basic Sciences;3;0;0;3;5;Course;Esra Kızılkaya Boivin (S) ;D232;Th 15 - 18;12;;;;;;00006482 (S);
;2025;2;SPA 102;Elementary Spanish II;SPA 102_01;Basic Sciences;3;0;0;3;5;Course;Nur Gülümser İlker (S) ;DB18;Mo 15 - 18;0;;;;;;00000575 (S);
;2025;2;TEDU 102;Service Learning;TEDU 102_01;Basic Sciences;1;0;0;1;1;Course;;G112;Mo 11 - 13;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_02;Basic Sciences;1;0;0;1;1;Course;;G112;Mo 13 - 15;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_03;Basic Sciences;1;0;0;1;1;Course;;D226-Y;Tu 14 - 16;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_04;Basic Sciences;1;0;0;1;1;Course;;D234;Tu 09 - 11;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_05;Basic Sciences;1;0;0;1;1;Course;;G108;We 16 - 18;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_06;Basic Sciences;1;0;0;1;1;Course;;DB18;We 13 - 15;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_07;Basic Sciences;1;0;0;1;1;Course;;G005;Th 14 - 16;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_08;Basic Sciences;1;0;0;1;1;Course;;G005;Th 16 - 18;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_09;Basic Sciences;1;0;0;1;1;Course;;G113;Fr 11 - 13;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_10;Basic Sciences;1;0;0;1;1;Course;;D030;Fr 14 - 16;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_11;Basic Sciences;1;0;0;1;1;Course;;D028;Fr 16 - 18;0;;;;;;;
;2025;2;TEDU 102;Service Learning;TEDU 102_12;Basic Sciences;1;0;0;1;1;Course;;D028;Tu 11 - 13;0;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_01;Basic Sciences;2;0;2;3;5;Course;;K084 Online;Mo 09 - 11 We 09 - 11;22;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_02;Basic Sciences;2;0;2;3;5;Course;;K084 Online;Mo 13 - 15 We 14 - 16;22;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_03;Basic Sciences;2;0;2;3;5;Course;;K085 Online;Tu 09 - 11 Th 09 - 11;13;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_04;Basic Sciences;2;0;2;3;5;Course;;D032 Online;Tu 14 - 16 Fr 14 - 16;33;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_05;Basic Sciences;2;0;2;3;5;Course;;D032 Online;Tu 16 - 18 Th 12 - 14;11;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_06;Basic Sciences;2;0;2;3;5;Course;;K084 Online;Mo 15 - 17 We 16 - 18;0;;;;;;;
;2025;2;TEDU 109;Digital Competence;TEDU 109_07;Basic Sciences;2;0;2;3;5;Course;;DB14 Online;Th 16 - 18 Fr 16 - 18;12;;;;;;;
;2025;2;TEDU 400;Student Development Seminar;TEDU 400_01;Basic Sciences;0;0;0;0;1;Mandatory (YOK);;;;267;;;;;;;
;2025;2;TINT 102;Studio 2;TINT 102_01;Dep. of Interior Arch. and Env. Design;2;8;0;6;11;Course;Veli Şafak Uysal , Selim Sertel Öztürk (S) , Yeşim Kutkan Öztürk (S) , Kenan Eren Şansal , Ceren Yıldırım Polat (S) ;F508-MTF;Tu 14 - 17 Tu 09 - 13 Fr 09 - 12;0;;;;;;00007247 , 00004830 (S) , 00004827 (S) , 00004813 , 00006478 (S);
;2025;2;TINT 102-O;Studio 2;TINT 102-O_1;Dep. of Interior Arch. and Env. Design;2;8;0;6;10;Course;Selim Sertel Öztürk (S) , Kenan Eren Şansal , Ceren Yıldırım Polat (S) , Veli Şafak Uysal , Yeşim Kutkan Öztürk (S) ;F508-MTF;Tu 14 - 17 Tu 09 - 13 Fr 09 - 12;0;;;;;;00004830 (S) , 00004813 , 00006478 (S) , 00007247 , 00004827 (S);
;2025;2;TINT 112;Visual Communication Techniques 2;TINT 112_01;Dep. of Interior Arch. and Env. Design;1;4;0;3;5;Course;Güliz Taşdemir , Veli Şafak Uysal , Yeşim Kutkan Öztürk (S) ;F508-MTF;We 13 - 17;0;;;;;;00004179 , 00007247 , 00004827 (S);
;2025;2;TINT 112-O;Visual Communication Techniques 2;TINT 112-O_1;Dep. of Interior Arch. and Env. Design;2;2;0;3;5;Course;Veli Şafak Uysal , Güliz Taşdemir , Yeşim Kutkan Öztürk (S) ;F508-MTF;We 13 - 17;0;;;;;;00007247 , 00004179 , 00004827 (S);
;2025;2;TINT 202;Studio 4;TINT 202_01;Dep. of Interior Arch. and Env. Design;2;8;0;6;12;Course;Güliz Taşdemir , Engin Öncüoğlu (S) , Mustafa Oğuz Yalım (S) , Barış Yakın ;F508-MTF;Mo 14 - 17 Mo 09 - 13 Th 09 - 12;0;;;;;;00004179 , 00004826 (S) , 00003947 (S) , 00002629;
;2025;2;TINT 202-O;Studio 4;TINT 202-O_1;Dep. of Interior Arch. and Env. Design;2;8;0;6;11;Course;Barış Yakın , Mustafa Oğuz Yalım (S) , Engin Öncüoğlu (S) , Güliz Taşdemir ;F508-MTF;Mo 14 - 17 Mo 09 - 13 Th 09 - 12;0;;;;;;00002629 , 00003947 (S) , 00004826 (S) , 00004179;
;2025;2;TINT 212;Environmental Systems and Comfort;TINT 212_01;Dep. of Interior Arch. and Env. Design;3;0;0;3;4;Course;Bilal İlkay Aslan ;F508-MTF;Th 13 - 16;0;;;;;;1510;
;2025;2;TINT 212-O;Environmental Systems and Comfort;TINT 212-O_1;Dep. of Interior Arch. and Env. Design;1;0;0;1;2;Course;Bilal İlkay Aslan ;F508-MTF;Th 13 - 16;0;;;;;;1510;
;2025;2;TINT 222;Culture and Theory 2;TINT 222_01;Dep. of Interior Arch. and Env. Design;3;0;0;3;4;Course;Yeşim Kutkan Öztürk (S) ;G103;We 09 - 12;0;;;;;;00004827 (S);
;2025;2;TINT 222-O;Culture and Theory 2;TINT 222-O_1;Dep. of Interior Arch. and Env. Design;2;1;0;2;5;Course;Yeşim Kutkan Öztürk (S) ;G103;We 09 - 12;0;;;;;;00004827 (S);
;2025;2;TINT 302;Studio 6;TINT 302_01;Dep. of Interior Arch. and Env. Design;2;8;0;6;12;Course;Ece Yalım (S) , Bilal İlkay Aslan , Emre Seles (S) ;;Tu 09 - 13 Tu 14 - 17 Fr 09 - 12;0;;;;;;00004107 (S) , 00001510 , 00004825 (S);
;2025;2;TINT 302-O;Studio 6;TINT 302-O_1;Dep. of Interior Arch. and Env. Design;2;8;0;6;11;Course;Emre Seles (S) , Ece Yalım (S) , Bilal İlkay Aslan ;;Tu 14 - 17 Tu 09 - 13 Fr 09 - 12;0;;;;;;00004825 (S) , 00004107 (S) , 00001510;
;2025;2;TINT 318;Design for All;TINT 318_01;Dep. of Interior Arch. and Env. Design;3;0;0;3;5;Course;Kenan Eren Şansal ;F214;Mo 13 - 16;0;;;;;;4813;
;2025;2;TINT 332;Form in Arts, Architecture and Design;TINT 332_01;Dep. of Interior Arch. and Env. Design;3;0;0;3;5;Course;Nur Ayalp ;F215;We 13 - 16;0;;;;;;1874;
;2025;2;TINT 372;Interior Elements: Products, Furniture and Fixtures;TINT 372_01;Dep. of Interior Arch. and Env. Design;1;4;0;3;7;Course;Barış Yakın , Sevcan Yardım (S) ;F508-MTF;We 09 - 13;0;;;;;;00002629 , 00006654 (S);
;2025;2;TINT 372-O;Interior Elements: Products, Furniture and Fixtures;TINT 372-O_1;Dep. of Interior Arch. and Env. Design;3;0;0;3;5;Course;Sevcan Yardım (S) , Barış Yakın ;F508-MTF;We 09 - 13;0;;;;;;00006654 (S) , 00002629;
;2025;2;TINT 402;Studio 8;TINT 402_01;Dep. of Interior Arch. and Env. Design;2;8;0;6;14;Course;Nur Ayalp , Mustafa Oğuz Yalım (S) , Engin Öncüoğlu (S) , Umut Şumnu (S) ;;Mo 09 - 12 Th 09 - 13 Th 14 - 17;0;;;;;;00001874 , 00003947 (S) , 00004826 (S) , 00005676 (S);
;2025;2;TINT 402-O;Studio 8;TINT 402-O_1;Dep. of Interior Arch. and Env. Design;2;8;0;6;12;Course;Mustafa Oğuz Yalım (S) , Engin Öncüoğlu (S) , Umut Şumnu (S) , Nur Ayalp ;;Mo 09 - 12 Th 14 - 17 Th 09 - 13;0;;;;;;00003947 (S) , 00004826 (S) , 00005676 (S) , 00001874;
;2025;2;TINT 420;Color, Theory and Application in Interior Architecture;TINT 420_01;Dep. of Interior Arch. and Env. Design;2;2;0;3;5;Course;Ece Yalım (S) ;F206;Th 09 - 12;0;;;;;;00004107 (S);
;2025;2;TINT 421;Theory of Design;TINT 421_01;Dep. of Interior Arch. and Env. Design;3;0;0;3;5;Course;Filiz Köse (S) ;F212;Fr 14 - 17;0;;;;;;00004108 (S);
;2025;2;TINT 499-O;Summer Practice II: Design Office;TINT 499-O_1;Dep. of Interior Arch. and Env. Design;0;0;0;0;2;Internship;Aren Emre Kurtgözü ;;Fr 19 - 20;0;;;;;;2628;
;2025;2;TUR 101;Turkish I;TUR 101_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fatma Akın Çelebi ;Online;Mo 18 - 20;164;;;;;;1829;
;2025;2;TUR 102;Turkish II;TUR 102_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fatma Akın Çelebi ;Online;Tu 18 - 20;0;;;;;;1829;
;2025;2;TUR 102;Turkish II;TUR 102_02;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fatma Akın Çelebi ;Online;We 18 - 20;0;;;;;;1829;
;2025;2;TUR 150;Turkish for Foreigners I;TUR 150_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fatma Akın Çelebi ;D228;Mo 16 - 18;22;;;;;;1829;
;2025;2;TUR 160;Turkish for Foreigners II;TUR 160_01;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fatma Akın Çelebi ;F417;Mo 13 - 15;0;;;;;;1829;
;2025;2;TUR 160;Turkish for Foreigners II;TUR 160_02;Basic Sciences;2;0;0;2;2;Mandatory (YOK);Fatma Akın Çelebi ;D232;Tu 16 - 18;0;;;;;;1829;
;2025;2;VCODE 102;Introduction to Design Methods;VCODE 102_01;Department of Visual Communication Desig;2;8;0;6;10;Course;Hayri Şengün (S) ;G203-MTF;Tu/Fr 13 - 15 Tu/Fr 09 - 12;0;;;;;;00003929 (S);
;2025;2;VCODE 112;Visual Communication Techniques II;VCODE 112_01;Department of Visual Communication Desig;2;2;0;3;6;Course;Hayri Şengün (S) ;G203-MTF;Th 09 - 13;0;;;;;;00003929 (S);
